City,Wealth Index,No of Hospitals,No of Schools,No of Banks,Cell Phone Facility,Water Resources,Agricultural Lands,Unemployed,No of Govt Officials,No of HIV Patients,Educational Levels,Transport Facilities,Highways,Air Port Facilities,Railway Facilities
Surat,4,631,24071,9370,Yes,Scarce,4021,5324,3777,927,High,Moderate,4,Yes,Yes
Pune,4,716,49624,5229,Yes,Scarce,4298,6939,3234,444,High,Poor,5,Yes,Yes
Mumbai,3,1516,37030,1672,No,Scarce,7929,8572,3774,222,Low,Good,5,No,Yes
Hyderabad,2,557,31306,5581,No,Scarce,1630,3890,2156,313,High,Poor,10,No,Yes
Jaipur,3,325,6381,4306,Yes,Scarce,8546,1726,2826,639,Medium,Moderate,1,No,Yes
Surat,0,1380,8030,8499,No,Scarce,7951,2922,2473,387,Medium,Poor,5,No,No
Surat,9,409,34207,7336,Yes,Scarce,6145,6434,4691,810,High,Poor,9,Yes,Yes
Pune,2,1337,5396,2512,No,Sufficient,1563,1769,1864,864,Medium,Good,1,Yes,No
Jaipur,2,553,45147,4267,No,Scarce,1889,7046,4252,397,High,Poor,10,No,Yes
Hyderabad,0,498,47538,3042,No,Sufficient,6074,6911,4044,946,Medium,Moderate,2,No,No
Surat,5,1892,3025,8147,Yes,Scarce,9996,7410,2912,905,Low,Poor,1,Yes,No
Surat,10,334,16379,2551,No,Sufficient,2864,2575,2595,762,High,Moderate,9,Yes,Yes
Jaipur,1,1586,9896,2456,No,Sufficient,2704,1507,2441,769,High,Poor,9,Yes,No
Jaipur,6,530,29958,9793,No,Scarce,3441,9364,1636,893,High,Good,9,No,Yes
Jaipur,10,1902,49644,8215,Yes,Sufficient,6528,6001,4899,417,Low,Poor,10,No,Yes
Surat,7,1145,26510,3037,No,Scarce,7382,8237,2745,294,Low,Good,3,Yes,No
Mumbai,2,354,26295,3263,Yes,Sufficient,1102,8114,4393,506,Medium,Poor,3,Yes,Yes
Surat,10,1789,23524,6250,No,Scarce,8631,8128,3228,853,Low,Poor,1,Yes,Yes
Jaipur,3,1652,40637,5247,Yes,Sufficient,1121,7306,2740,761,Low,Poor,5,Yes,No
Bangalore,10,1656,16776,4200,Yes,Scarce,5946,6629,1682,447,High,Moderate,5,Yes,No
Kolkata,8,551,43917,1365,Yes,Scarce,5303,2748,2166,152,High,Moderate,3,Yes,No
Surat,10,1573,2293,5682,Yes,Sufficient,8736,7812,877,719,Medium,Poor,1,Yes,Yes
Hyderabad,6,495,30112,8525,No,Sufficient,2366,5079,1645,372,High,Poor,8,Yes,No
Pune,9,719,39426,1677,Yes,Sufficient,7811,9771,1327,550,High,Moderate,3,Yes,Yes
Bangalore,10,1239,3900,9334,Yes,Sufficient,3493,7669,2988,740,High,Good,8,No,Yes
Hyderabad,0,629,20505,2115,Yes,Sufficient,3344,8517,3249,450,Low,Poor,7,Yes,No
Hyderabad,6,753,21748,7953,No,Scarce,4373,5244,3672,764,High,Good,6,Yes,Yes
Mumbai,2,688,31525,9375,Yes,Scarce,2086,7654,3181,346,High,Moderate,4,Yes,No
Surat,6,1206,29908,1858,No,Scarce,9083,4881,1212,284,Medium,Good,10,No,Yes
Chennai,1,392,49677,7868,Yes,Scarce,7736,9985,2163,742,Medium,Good,5,Yes,Yes
Ahmedabad,7,1527,34317,8859,No,Sufficient,5465,9776,4482,740,Low,Moderate,5,No,No
Delhi,6,1731,46229,7604,Yes,Scarce,7648,8349,3482,251,Medium,Good,4,Yes,Yes
Kolkata,6,1215,38305,5357,Yes,Scarce,1254,7841,2422,685,Low,Moderate,5,No,No
Mumbai,4,549,22944,7244,No,Sufficient,6500,6672,2159,115,Low,Moderate,3,No,No
Hyderabad,10,931,4848,8498,No,Sufficient,3961,7561,1214,470,Medium,Poor,2,Yes,Yes
Mumbai,7,535,32256,8246,Yes,Scarce,7276,4435,1982,299,Medium,Good,10,No,No
Chennai,0,1239,40856,5432,Yes,Sufficient,5217,9953,666,100,Low,Good,9,Yes,Yes
Ahmedabad,4,1061,4071,7149,Yes,Scarce,9451,3093,3502,591,Low,Poor,6,Yes,No
Mumbai,1,1599,23534,4843,No,Scarce,4546,6868,1378,764,Low,Poor,10,No,No
Delhi,5,1280,11835,5689,No,Sufficient,9677,4759,1896,612,High,Good,8,Yes,Yes
Bangalore,8,239,16822,2982,Yes,Sufficient,2024,3319,4895,459,Low,Good,5,Yes,Yes
Bangalore,10,194,4983,1091,Yes,Sufficient,1850,4874,2969,108,Low,Moderate,1,No,Yes
Pune,1,1433,45149,8587,No,Sufficient,5032,1412,3504,483,Medium,Good,2,No,Yes
Bangalore,3,207,39712,4475,Yes,Scarce,1379,7299,1540,335,Low,Moderate,5,No,No
Delhi,2,1363,36895,5836,Yes,Scarce,3622,6242,2840,393,Low,Good,10,No,Yes
Pune,5,647,49423,6014,Yes,Scarce,7447,7636,2934,112,High,Poor,1,Yes,Yes
Hyderabad,0,1600,17111,9551,Yes,Scarce,3698,3447,4204,486,High,Good,5,No,Yes
Bangalore,3,1735,45697,6644,No,Sufficient,2922,4351,4218,101,Low,Moderate,10,Yes,No
Kolkata,2,1217,5430,5991,No,Scarce,2672,4804,3534,412,Low,Poor,10,No,No
Pune,9,1743,21007,4743,Yes,Scarce,6510,7508,4227,903,High,Moderate,1,No,Yes
Delhi,6,285,39855,8185,No,Scarce,8374,3885,3835,358,Low,Good,3,Yes,No
Jaipur,0,504,18140,2216,No,Sufficient,7522,2214,2040,313,High,Poor,4,No,No
Delhi,7,1490,11110,3731,No,Sufficient,1984,8183,1058,808,Low,Poor,2,No,No
Hyderabad,3,803,41045,1769,Yes,Scarce,1187,6144,3708,964,Medium,Poor,2,Yes,Yes
Surat,4,852,26784,5953,No,Sufficient,7691,4582,3183,596,High,Good,4,Yes,No
Ahmedabad,3,1386,36711,7147,Yes,Sufficient,4111,5931,3012,332,Low,Moderate,5,No,No
Kolkata,4,958,14743,1678,Yes,Sufficient,9620,4153,1504,480,Low,Poor,6,Yes,Yes
Delhi,10,424,24944,5455,No,Sufficient,6290,4485,4122,163,High,Poor,7,No,Yes
Jaipur,3,811,35368,8296,No,Sufficient,8557,6148,1481,477,High,Poor,4,Yes,Yes
Pune,5,1006,12763,3089,Yes,Scarce,4963,3342,4143,329,High,Moderate,1,Yes,No
Bangalore,5,733,17694,2120,No,Scarce,7900,4161,1877,435,Low,Good,10,No,Yes
Pune,1,200,18767,3528,No,Sufficient,7477,4392,2747,672,Medium,Moderate,5,No,No
Bangalore,9,304,10365,9081,No,Sufficient,9611,1931,4935,315,Low,Poor,1,No,Yes
Hyderabad,10,1843,45340,1967,No,Sufficient,1417,1241,1426,192,Medium,Poor,8,No,No
Chennai,10,927,1106,8759,Yes,Sufficient,1199,2189,3499,167,Medium,Poor,4,Yes,No
Mumbai,0,332,26004,9839,Yes,Scarce,8989,5682,3524,927,Medium,Poor,5,Yes,Yes
Bangalore,0,1988,44548,1512,Yes,Sufficient,4428,5291,4485,349,Medium,Poor,2,No,Yes
Ahmedabad,3,681,43818,1395,No,Sufficient,6779,9739,1367,619,High,Poor,1,No,Yes
Hyderabad,5,1483,8199,5504,No,Scarce,5061,6348,1398,363,Low,Good,4,No,No
Jaipur,6,713,36424,9517,Yes,Scarce,5654,4417,3491,488,High,Moderate,6,Yes,No
Ahmedabad,8,1975,2735,1828,Yes,Scarce,3126,4011,2793,528,High,Good,6,No,Yes
Pune,10,792,38156,5978,Yes,Sufficient,6568,1621,2484,430,Medium,Poor,3,No,Yes
Hyderabad,7,1899,32738,2235,Yes,Sufficient,1811,9438,4917,579,Low,Poor,4,Yes,No
Hyderabad,0,799,22224,8263,Yes,Scarce,8449,7141,3294,222,Medium,Good,4,Yes,No
Pune,4,342,9338,2801,Yes,Sufficient,8793,6556,3828,874,Medium,Poor,7,No,No
Delhi,7,1622,6675,3105,Yes,Sufficient,3817,2107,3656,783,Low,Moderate,10,Yes,No
Hyderabad,8,168,25884,8012,No,Scarce,5018,4364,763,518,Low,Good,7,No,No
Chennai,4,1797,40345,6604,No,Sufficient,8015,8197,1731,146,Low,Moderate,5,No,Yes
Bangalore,2,1859,42224,9731,Yes,Scarce,1221,3383,3141,562,High,Poor,4,Yes,No
Mumbai,4,633,42769,3302,No,Sufficient,8276,8654,3682,619,High,Good,5,No,No
Jaipur,7,1882,43852,6015,Yes,Scarce,3003,5384,3543,686,Medium,Poor,7,Yes,No
Ahmedabad,2,953,24782,7873,Yes,Scarce,2877,3038,4440,322,High,Moderate,10,Yes,Yes
Ahmedabad,0,611,46884,5859,Yes,Scarce,4476,3240,782,298,Low,Poor,7,Yes,Yes
Kolkata,6,568,14007,1590,Yes,Scarce,3832,3758,3741,795,Medium,Moderate,9,No,No
Jaipur,9,1295,2884,4158,No,Sufficient,8530,2580,2023,265,High,Good,4,No,Yes
Mumbai,5,1005,8137,5580,Yes,Scarce,6360,6876,924,288,High,Poor,9,Yes,Yes
Mumbai,5,1586,34119,1381,No,Sufficient,7599,9088,3405,554,Low,Poor,10,Yes,No
Delhi,1,1783,32337,4020,No,Scarce,6620,4977,852,176,High,Poor,7,No,Yes
Surat,3,248,12930,9277,No,Sufficient,7506,8633,1686,634,Medium,Moderate,8,No,No
Chennai,1,1633,10092,2563,No,Sufficient,4569,3366,4447,192,High,Poor,10,Yes,No
Jaipur,1,309,38424,4557,Yes,Sufficient,3981,7422,694,551,Low,Good,3,Yes,Yes
Mumbai,1,910,28407,9964,No,Scarce,8246,6287,1273,922,Low,Good,1,Yes,No
Kolkata,4,1915,22082,6425,Yes,Sufficient,6213,2734,1493,950,High,Moderate,9,Yes,Yes
Surat,5,725,12202,2067,Yes,Sufficient,8831,6512,4138,619,Medium,Poor,8,Yes,Yes
Jaipur,7,1137,10932,5472,No,Sufficient,7945,1977,4348,529,High,Poor,9,No,No
Ahmedabad,8,1400,24509,1630,No,Scarce,2309,3697,3776,737,Medium,Poor,10,No,No
Hyderabad,7,680,26597,5404,Yes,Scarce,2259,8400,4055,538,Medium,Moderate,5,Yes,No
Bangalore,9,1436,34447,6539,Yes,Scarce,7932,8319,1504,160,High,Poor,9,Yes,No
Bangalore,1,308,24053,8578,Yes,Scarce,2080,3023,2711,446,High,Good,4,No,No
Kolkata,0,964,37512,5689,Yes,Sufficient,3900,1014,4566,936,Low,Poor,7,No,No
Ahmedabad,1,278,31499,2979,Yes,Scarce,6759,5805,4405,190,Low,Poor,9,Yes,No
Jaipur,0,313,32749,3341,No,Sufficient,5735,3616,3204,172,High,Moderate,4,Yes,Yes
Chennai,5,901,23635,4014,Yes,Sufficient,1924,7494,4075,998,High,Poor,10,Yes,No
Jaipur,5,1826,48769,1112,Yes,Sufficient,3841,3882,4076,716,Medium,Good,5,Yes,No
Bangalore,7,881,19056,8569,No,Sufficient,4209,1838,4216,825,Medium,Good,9,Yes,No
Mumbai,3,1292,18052,4208,No,Sufficient,6910,1910,575,137,Low,Moderate,4,Yes,No
Mumbai,8,1630,23563,5288,No,Sufficient,9531,8982,685,661,Low,Good,1,Yes,Yes
Mumbai,5,487,26454,4544,Yes,Scarce,8149,7135,1018,237,Medium,Moderate,1,Yes,No
Hyderabad,7,487,28191,3706,Yes,Sufficient,2505,2181,3985,790,High,Poor,8,No,Yes
Delhi,1,642,46323,3275,No,Scarce,1421,8774,1316,718,High,Poor,6,No,Yes
Ahmedabad,5,333,21943,8962,No,Scarce,5454,5966,4443,621,Medium,Moderate,1,Yes,No
Surat,8,1700,49928,8280,Yes,Sufficient,8589,3204,3513,260,High,Poor,5,No,No
Hyderabad,9,395,25486,8725,Yes,Scarce,1129,7977,1100,151,High,Poor,2,Yes,No
Chennai,10,1103,36924,7958,Yes,Sufficient,6858,8437,2601,849,Medium,Good,9,Yes,Yes
Mumbai,3,1609,14192,2911,No,Scarce,3291,2002,3344,589,High,Moderate,1,Yes,No
Pune,10,1368,49310,1814,Yes,Sufficient,1080,1405,1127,624,Low,Good,6,No,No
Mumbai,6,1609,35009,6193,No,Sufficient,5384,6144,4712,408,Low,Poor,1,Yes,Yes
Kolkata,5,166,10832,2180,No,Scarce,2591,3923,3848,964,Low,Poor,6,No,Yes
Pune,7,485,12776,7610,No,Scarce,1983,8324,2097,493,Low,Moderate,8,Yes,Yes
Pune,10,778,26114,1580,No,Sufficient,2067,4950,766,324,High,Moderate,3,Yes,Yes
Ahmedabad,3,755,49804,4694,No,Scarce,5158,7689,1621,839,Medium,Good,3,No,No
Ahmedabad,8,985,11447,7024,No,Sufficient,4292,1839,682,400,Low,Moderate,3,Yes,No
Bangalore,7,323,26546,9798,Yes,Scarce,9607,2658,3762,511,Medium,Good,10,Yes,Yes
Ahmedabad,9,552,36831,4664,No,Sufficient,4039,7449,4928,145,Medium,Moderate,1,No,No
Chennai,5,1070,5424,4534,No,Scarce,3961,9883,3745,878,Medium,Poor,1,No,No
Bangalore,6,1821,18906,2909,Yes,Scarce,4656,5708,1081,679,Medium,Poor,1,Yes,No
Pune,6,1852,39214,1348,No,Scarce,4010,5227,2749,201,Low,Moderate,3,Yes,No
Mumbai,5,807,42901,4832,Yes,Sufficient,3805,9708,1060,495,High,Good,2,Yes,Yes
Ahmedabad,2,1352,33898,3443,Yes,Sufficient,4810,2825,2243,489,High,Good,1,Yes,Yes
Jaipur,0,1661,11836,8127,Yes,Sufficient,6298,8796,3188,962,Medium,Poor,9,No,No
Hyderabad,9,1450,40905,5037,No,Sufficient,1884,8794,2149,130,Medium,Good,10,Yes,No
Chennai,1,1834,46253,5079,Yes,Sufficient,3077,9806,1344,286,Low,Moderate,4,No,No
Jaipur,1,285,29246,5547,Yes,Sufficient,4856,9428,4093,110,Medium,Good,4,No,No
Mumbai,6,1436,31650,5845,Yes,Scarce,5891,3594,4850,129,Low,Poor,3,Yes,No
Jaipur,3,1745,15089,9262,No,Sufficient,8784,4320,1735,228,High,Good,4,No,Yes
Chennai,2,156,41361,6728,Yes,Scarce,1373,6427,4617,890,High,Poor,1,Yes,No
Ahmedabad,1,1125,2030,1799,Yes,Sufficient,5379,3588,3756,711,Medium,Good,7,No,Yes
Jaipur,7,518,43342,3433,Yes,Sufficient,2417,1967,1625,175,Medium,Poor,6,Yes,No
Ahmedabad,7,553,28084,8835,Yes,Scarce,3307,3882,701,661,Medium,Good,2,No,Yes
Hyderabad,0,1633,31353,1829,Yes,Sufficient,6452,6234,3914,411,Medium,Moderate,6,Yes,No
Pune,3,1793,28057,3833,Yes,Scarce,6805,4588,611,732,High,Poor,7,No,No
Delhi,3,1684,26316,5110,No,Sufficient,2630,4169,1470,200,Medium,Good,3,Yes,No
Kolkata,3,1599,19298,9789,Yes,Sufficient,8905,7713,3378,975,High,Poor,6,Yes,Yes
Jaipur,0,1325,34693,1084,Yes,Sufficient,9381,1774,4410,138,Low,Poor,1,No,Yes
Chennai,8,1027,39328,3352,Yes,Sufficient,1636,5019,3814,663,Low,Good,3,No,No
Chennai,10,1232,35362,3963,Yes,Sufficient,8354,4922,4911,952,Low,Moderate,7,Yes,Yes
Delhi,6,535,49130,4796,Yes,Scarce,2906,5760,2286,177,High,Poor,5,Yes,Yes
Surat,4,1644,41747,2943,Yes,Scarce,4462,3313,2931,506,High,Moderate,3,Yes,Yes
Chennai,4,203,12935,6666,Yes,Scarce,1081,1117,1072,423,High,Moderate,6,No,No
Mumbai,5,507,13522,5802,Yes,Scarce,8384,1462,2056,280,Low,Poor,9,Yes,Yes
Jaipur,4,176,13194,2240,No,Sufficient,9322,4365,1094,749,Medium,Moderate,7,Yes,Yes
Chennai,7,1609,49203,8232,No,Scarce,2546,6374,2776,739,Medium,Good,7,Yes,No
Bangalore,3,751,45567,8267,No,Sufficient,7467,6714,3227,710,Low,Good,9,No,Yes
Jaipur,8,1307,20107,6433,Yes,Sufficient,9184,6209,2817,538,High,Moderate,9,Yes,No
Mumbai,9,687,2741,4411,No,Sufficient,4921,3507,2369,500,Medium,Poor,4,Yes,Yes
Pune,3,1632,31806,3588,Yes,Scarce,5196,5276,3216,200,High,Moderate,1,Yes,No
Delhi,4,1505,46066,3737,Yes,Scarce,3475,6584,1321,230,High,Good,1,Yes,No
Mumbai,8,1127,1204,2763,No,Sufficient,9696,9681,2613,629,High,Good,10,No,Yes
Mumbai,7,1353,31168,9342,No,Scarce,3069,3214,4382,671,High,Poor,4,No,No
Mumbai,0,223,6633,3208,No,Sufficient,2566,2770,1988,935,High,Good,1,Yes,No
Bangalore,7,821,25752,7022,No,Sufficient,2219,4761,3830,632,Medium,Good,9,Yes,No
Hyderabad,8,1763,14357,3774,Yes,Scarce,6626,8117,3354,291,Medium,Good,8,Yes,No
Delhi,3,689,39506,9142,Yes,Scarce,3767,2999,4182,634,High,Good,1,No,Yes
Jaipur,5,385,3494,2423,No,Sufficient,2126,2800,3515,180,High,Good,3,No,Yes
Chennai,3,1952,43774,4363,No,Sufficient,6428,1588,1071,671,Medium,Good,9,Yes,Yes
Chennai,5,550,46317,4378,Yes,Sufficient,4726,3100,4400,262,Low,Good,10,No,Yes
Surat,7,328,22761,7682,Yes,Scarce,9284,6943,4952,709,Medium,Good,2,Yes,Yes
Hyderabad,4,684,5220,5010,No,Sufficient,8351,6776,4674,718,Low,Moderate,6,Yes,Yes
Pune,9,1412,19686,9576,Yes,Scarce,8853,1586,3219,273,Medium,Good,8,Yes,Yes
Bangalore,0,718,3104,4896,Yes,Sufficient,4787,1255,2426,966,Medium,Poor,4,Yes,Yes
Mumbai,9,204,13129,7875,No,Scarce,6159,8233,1308,716,Low,Good,5,Yes,No
Delhi,7,1423,40207,8118,Yes,Sufficient,4627,3497,2370,944,High,Moderate,7,No,No
Delhi,7,302,24146,8696,Yes,Sufficient,9053,7645,1683,753,Low,Poor,9,No,No
Delhi,2,1477,42122,8915,No,Scarce,1105,7450,1431,419,High,Moderate,4,Yes,Yes
Chennai,7,1335,2242,9622,No,Scarce,8338,8716,549,415,Low,Moderate,7,Yes,No
Kolkata,2,584,32722,3476,No,Sufficient,4920,7538,3661,699,Medium,Moderate,6,Yes,No
Mumbai,9,1763,10243,6515,No,Sufficient,2157,1538,3902,123,High,Moderate,4,No,Yes
Hyderabad,10,360,16749,7283,Yes,Scarce,2523,4141,2285,913,High,Poor,9,No,Yes
Bangalore,10,1120,8273,6534,No,Sufficient,1388,5586,2390,616,High,Poor,5,No,Yes
Delhi,4,638,6986,5539,No,Sufficient,9579,5029,667,691,High,Good,3,No,No
Jaipur,1,1711,37762,7536,Yes,Scarce,9697,2276,1368,283,Low,Good,1,Yes,No
Jaipur,5,1395,16538,8071,No,Sufficient,6050,2130,1991,605,High,Poor,10,Yes,No
Jaipur,10,1264,48719,9334,Yes,Sufficient,4754,6057,3450,515,Medium,Moderate,1,No,No
Bangalore,9,430,21314,7835,No,Scarce,1489,8397,3836,108,Low,Poor,9,Yes,Yes
Pune,6,210,14472,7117,No,Sufficient,5682,1118,3847,161,Low,Moderate,4,No,Yes
Hyderabad,8,1680,29238,8630,No,Scarce,3196,1432,3075,590,Low,Poor,6,No,No
Ahmedabad,6,1800,2303,7016,No,Scarce,7860,1934,4998,584,Medium,Good,4,No,Yes
Hyderabad,0,798,23230,8844,Yes,Scarce,5768,9553,884,635,Low,Poor,8,No,No
Pune,1,850,41868,2536,Yes,Scarce,2055,5581,3242,480,Low,Poor,1,Yes,No
Hyderabad,4,1014,27011,1885,No,Scarce,8099,5170,4076,697,Low,Poor,6,No,No
Hyderabad,5,1561,15441,6414,No,Sufficient,8426,8264,2175,518,High,Poor,3,No,No
Jaipur,2,732,27269,8740,No,Sufficient,9343,5651,4088,519,Medium,Poor,2,No,Yes
Kolkata,6,1602,17880,1125,No,Sufficient,3475,7119,2721,111,Medium,Poor,3,Yes,Yes
Surat,2,1718,25795,4074,No,Sufficient,1804,7767,2208,969,Medium,Good,2,No,Yes
Ahmedabad,2,1288,16785,3101,No,Scarce,3404,4036,4778,617,Medium,Moderate,8,No,No
Pune,9,1344,20791,9502,No,Sufficient,8545,8477,2842,612,Low,Poor,7,Yes,Yes
Delhi,7,1007,17551,6803,No,Scarce,5116,1874,4448,592,Medium,Good,7,Yes,Yes
Surat,7,1629,25675,6425,No,Scarce,3245,3502,3466,275,Medium,Good,6,No,No
Surat,2,806,7553,6307,No,Sufficient,6971,2951,1646,409,Medium,Moderate,6,No,Yes
Jaipur,0,643,6784,5681,No,Scarce,3482,2807,4172,211,Medium,Moderate,3,No,Yes
Hyderabad,6,1534,42571,1487,No,Sufficient,1002,6049,4263,696,Medium,Poor,10,Yes,No
Jaipur,2,1473,1751,5064,No,Sufficient,3238,5267,2800,988,Low,Poor,6,No,Yes
Hyderabad,6,724,7931,6254,Yes,Scarce,6270,1769,2155,735,Medium,Moderate,1,Yes,Yes
Delhi,1,1268,31767,7973,Yes,Sufficient,2197,7589,3676,542,Low,Moderate,7,No,No
Hyderabad,7,1094,45395,7209,Yes,Scarce,7357,2986,3682,788,Medium,Moderate,4,Yes,Yes
Kolkata,2,1473,26583,6772,No,Sufficient,7634,9052,972,759,Low,Moderate,5,No,Yes
Jaipur,1,207,17526,6587,Yes,Sufficient,1261,1989,3811,539,High,Good,8,No,Yes
Jaipur,1,860,47437,1497,No,Scarce,6469,3700,1318,515,High,Moderate,5,No,Yes
Hyderabad,0,396,8973,6584,No,Sufficient,6336,9156,2424,884,Medium,Poor,3,No,No
Jaipur,0,792,1072,5868,Yes,Sufficient,4841,4166,2661,410,Low,Moderate,8,Yes,Yes
Chennai,2,172,16076,8483,No,Sufficient,1999,3937,2268,303,High,Good,7,Yes,No
Hyderabad,8,1285,45212,4961,Yes,Scarce,4691,2211,1127,176,Medium,Good,5,No,No
Jaipur,1,920,3546,7222,Yes,Scarce,2745,5058,3454,713,Low,Good,7,Yes,Yes
Pune,1,404,48820,4013,No,Scarce,5434,3698,3789,883,Medium,Good,2,Yes,No
Mumbai,5,1764,43365,7138,No,Sufficient,5700,7222,2875,512,High,Moderate,1,No,No
Ahmedabad,1,1824,45124,5759,No,Sufficient,2392,2004,2872,623,High,Moderate,5,Yes,No
Chennai,6,549,21306,6301,No,Scarce,6064,5380,4417,928,Medium,Moderate,9,Yes,Yes
Bangalore,8,1791,14272,5560,No,Scarce,1474,2432,2321,672,High,Moderate,5,Yes,No
Delhi,3,723,3184,4608,No,Sufficient,9288,5383,1629,435,High,Poor,5,Yes,Yes
Hyderabad,6,1686,49148,9818,No,Scarce,6970,7581,2952,589,Low,Poor,3,No,No
Surat,5,1016,44957,2807,Yes,Sufficient,7938,6141,4716,633,High,Good,3,No,Yes
Bangalore,1,1699,41438,2549,Yes,Scarce,9123,3087,1944,838,Medium,Poor,4,No,No
Delhi,0,622,42786,4793,Yes,Sufficient,6227,1648,4446,564,Medium,Poor,3,Yes,Yes
Ahmedabad,0,519,35771,4409,No,Sufficient,4206,4892,1879,338,Low,Moderate,7,Yes,No
Kolkata,4,209,21998,5417,Yes,Sufficient,7266,2765,2888,476,High,Good,9,Yes,No
Jaipur,0,1586,6150,2603,No,Sufficient,9382,3509,3112,673,Medium,Poor,2,No,No
Mumbai,6,1447,3250,9408,Yes,Scarce,9639,3751,936,355,Low,Good,7,Yes,No
Jaipur,9,1596,30289,3808,Yes,Scarce,4510,1121,3290,486,Medium,Poor,9,Yes,Yes
Kolkata,0,1877,37238,7152,No,Scarce,7002,4117,2387,807,High,Good,5,Yes,No
Pune,0,830,24503,7222,No,Sufficient,7258,2160,659,753,High,Good,7,No,Yes
Mumbai,3,1824,17255,4170,No,Sufficient,5088,9045,2411,761,High,Good,5,No,No
Jaipur,3,1338,7472,7971,Yes,Scarce,4319,3635,1617,268,Medium,Moderate,5,Yes,Yes
Jaipur,7,167,16040,8703,No,Sufficient,3497,9814,4861,490,High,Good,2,No,No
Bangalore,6,878,19254,1167,Yes,Scarce,4361,7962,1628,599,Medium,Moderate,5,Yes,No
Delhi,8,1730,25462,6735,No,Scarce,8574,4445,4112,258,High,Moderate,8,No,Yes
Bangalore,7,1928,20406,8169,No,Sufficient,9688,4442,614,169,Medium,Good,10,No,No
Surat,7,709,34754,9228,No,Scarce,2488,7145,4031,435,Low,Good,9,No,No
Chennai,9,1992,22462,5130,Yes,Sufficient,5154,4822,3039,933,Medium,Moderate,7,Yes,Yes
Ahmedabad,0,408,23182,1093,No,Sufficient,3545,3557,3029,918,Medium,Poor,2,No,No
Surat,5,1023,44234,5735,Yes,Scarce,9787,9356,1577,863,High,Moderate,2,No,No
Mumbai,2,591,45680,6385,No,Sufficient,1000,8212,738,453,Low,Good,7,Yes,Yes
Mumbai,8,1613,2744,3064,No,Scarce,6703,6077,3986,147,Low,Good,9,Yes,No
Surat,9,998,3572,9125,No,Scarce,9029,9547,4266,479,High,Moderate,1,Yes,No
Jaipur,2,154,17025,2824,Yes,Scarce,5643,9201,2613,265,Medium,Poor,6,Yes,Yes
Surat,2,1245,17053,1932,Yes,Sufficient,4880,7936,3531,882,Medium,Moderate,5,No,No
Chennai,3,1541,32176,5787,No,Scarce,1627,2120,1898,487,Medium,Good,8,No,No
Mumbai,1,1902,13996,1343,Yes,Sufficient,4269,2215,1942,608,Low,Moderate,7,No,Yes
Ahmedabad,9,1080,35044,1939,Yes,Sufficient,2820,9320,4912,456,Low,Good,2,Yes,Yes
Bangalore,6,1155,2789,6510,No,Sufficient,9236,9959,3633,173,Low,Poor,2,Yes,No
Chennai,0,706,9247,3666,No,Sufficient,4837,4907,543,238,Low,Poor,2,Yes,No
Ahmedabad,1,1283,22797,2354,Yes,Sufficient,6532,2397,2121,331,Low,Good,1,No,No
Jaipur,10,696,39463,4003,Yes,Scarce,4023,8912,3887,331,Medium,Good,6,Yes,Yes
Pune,0,1879,11405,5936,Yes,Sufficient,6506,7563,2955,422,High,Moderate,4,Yes,Yes
Surat,1,1878,49130,7718,Yes,Sufficient,3738,7203,929,141,High,Moderate,1,Yes,No
Kolkata,7,191,31955,2115,No,Sufficient,2700,6218,2580,191,High,Poor,2,No,No
Surat,2,1453,40975,5960,No,Scarce,9724,7876,3193,132,Low,Good,1,Yes,No
Delhi,10,1730,43767,3655,No,Sufficient,9052,6031,4521,521,Medium,Poor,5,No,No
Kolkata,9,663,10840,3857,No,Sufficient,3367,2424,4069,754,High,Poor,1,Yes,Yes
Jaipur,9,1197,35427,9237,No,Scarce,3077,2093,1208,602,Low,Moderate,4,Yes,Yes
Hyderabad,0,794,46063,4075,Yes,Sufficient,2741,7171,2085,796,High,Moderate,3,No,No
Pune,5,1671,11222,3354,No,Sufficient,9973,4189,2744,577,Low,Good,10,Yes,No
Kolkata,6,141,29985,1378,Yes,Sufficient,3983,2881,2274,491,High,Good,10,Yes,No
Chennai,10,1397,46452,4467,Yes,Sufficient,8466,1271,664,309,Medium,Moderate,3,Yes,Yes
Bangalore,6,566,37067,2799,No,Sufficient,7110,9301,2107,753,High,Good,6,Yes,No
Ahmedabad,3,253,13450,4799,Yes,Scarce,7915,5434,1525,620,Medium,Poor,9,No,Yes
Surat,3,1734,42493,1491,Yes,Sufficient,6305,4338,2405,559,Medium,Poor,8,Yes,Yes
Chennai,4,1960,7705,3681,Yes,Scarce,9785,5469,2484,385,High,Moderate,7,No,No
Surat,4,1502,14651,2641,Yes,Scarce,2147,7569,1947,453,Low,Good,2,No,No
Hyderabad,6,321,41396,2302,No,Scarce,4247,8135,4753,573,Medium,Moderate,10,No,Yes
Ahmedabad,8,1283,4153,7754,Yes,Sufficient,6432,5856,621,132,High,Moderate,7,No,Yes
Pune,5,1952,49457,9631,Yes,Scarce,3627,5621,3893,237,High,Good,4,No,No
Bangalore,1,1166,17788,1363,No,Sufficient,8786,9500,4779,662,Low,Good,5,No,Yes
Delhi,1,1917,43991,7388,Yes,Sufficient,7363,1185,3194,197,High,Moderate,3,No,No
